Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,polarity,sentiment
Adriel Joseph Tilos,@TilosAdriel,2023-04-03T06:21:14.000Z,(performance-task sa filipino)paki basa!!https://docs.google.com/document/d/1rwpk7-yu0e3fku0tt7uiaqozc6uezbc8xbmrlbs5ua0/edit?usp=drivesdk…#jeepneyphaseout #notojeepphaseout,,,,0,neutral
Solace,@dreamincarts,2023-03-07T04:40:52.000Z,"i think i made a conclusions;joshua tiongco kmjs magnanakaw ng photocards  gobyernoanyways,no to #jeepneyphaseout ",,,5,1,positive
NOT'IVHAN,@notivhanyess,2023-03-07T04:39:15.000Z,:#notopuvphaseout #jeepneyphaseout,1.0,,1,0,neutral
Jasnoza,@Jasnoza,2023-03-07T03:48:18.000Z,"tama!!!  tama nga sinabi ni vp sara ""communist-inspired"" #jeepneymodernization #jeepneyphaseout ctto:",,,1,2,positive
BBM x SARA,@DuterteMarcos_,2023-03-07T03:29:53.000Z,#jeepneyphaseout #jeepneystrike,,,2,0,neutral
Cannapinoy,@cannapinoy,2023-03-07T03:04:55.000Z,"#jeepneyphaseout must be done as soon as possible. these unsafe machines do not deserve to be on the road. public transportation should be buses and trains, not these death on wheels. itll be hard for filipinos to move on from jeepneys since it has been there forever.",,,,-2,negative
gisellemae,@gsllmvllrnt,2023-03-07T02:34:30.000Z,i literally cried yesterday ‘bout the #jeepneyphaseout issue. ,,,,-1,negative
K!M,@k_i_mnop,2023-03-07T02:33:01.000Z,"jeep pala yun, akala ko bus iniba lang ang mga upuan#jeepneyphaseout #jeepneymodernization",,,,-1,negative
Abante TeleTabloid,@ATeletabloid,2023-03-07T02:15:00.000Z,umarangkada rin kahapon ang pa-libreng sakay ng lgus at mga ahensya ng gobyerno upang saklolohan ang commuters ngayong nag-umpisa na ang isang linggo tigil-pasada ng transport groups.  tutukan: https://bit.ly/3suka06 #newsph #jeepneyphaseout #puvmodernization #librengsakay,,3,3,0,neutral
Abante TeleTabloid,@ATeletabloid,2023-03-07T01:58:18.000Z,sinimulan na kahapon ang 1 linggong tigil-pasada ng transport groups na layunin ang suspensyon ng puv modernization program ng pamahalaan.  panoorin ang iba pang balita: https://bit.ly/3suka06 #abanteteletabloid #newsph #tigilpasada #jeepneyphaseout #puvmodernization #ltfrb,,4,2,1,positive
Corisis Morgia,@morgia_corisis,2023-03-07T01:56:06.000Z,what if yung mga toxic na katrabaho ang ma phase out! #jeepneymodernization #jeepneymodernizationprogram #jeepneyphaseout,,,,0,neutral
Tough Love,@toughlove48,2023-03-07T01:22:45.000Z,this is similar to #jeepneyphaseout - change in the name of #climatescam. btw this is not a bbm thing - all 5 major presidentiables are leftist globalists - wef puppets.we need filipino conservatives / traditionalists to step up next elections or we go sri lankan.@bro_eddie,,,,1,positive
Nelly Fortado,@jojo_neil,2023-03-07T00:39:49.000Z,replying to @abscbnnews and @jeffreyhernaez,,,,0,neutral
RAM,@ramlatoreno,2023-03-06T18:28:26.000Z,"masuko sa #jeepneyphaseout pero dili na musakay sa motor na hangad sa pagadian, kay mas nahan na ug bao2. paghilom oy.",,,,1,positive
dirch,@stompnoise,2023-03-06T17:04:18.000Z,the choice is do you want a comfortable public transport or culture? #jeepneyphaseout,,,,1,positive
Enrique Paulo Lingbanan Delos Santos,@JhongJimboyYu,2023-03-06T16:18:50.000Z,no jeepney phase out di na kayo naawa mga putang ina ninyo #jeepneyphaseout #jeepneymodernizationprogram #jeepneymodernization,,,1,0,neutral
eyyrizz,@gieofhugiko,2023-03-06T15:04:54.000Z,"i don't know what is the purpose of #jeepneyphaseout. we are in the philippines what are you expecting? hahhaha want to make anything hightech or more?? stop being selfish, not e not everyone living in this world is born with silverspoon with their mouths.",1.0,,,0,neutral
wesley,@ninidelulu,2023-03-06T15:04:42.000Z,hindi sa pang babash kay president bongbong marcos pero madami ang magugutom marami ang mawawalan ng sasakyan mahigirapan ang mga filipino pag tunuloy yang #jeepneyphaseout nayan marami ang mawawalan ng trabaho nasa position ka ngayon gawin mo ang kailangan mong gawin,,,,-1,negative
river,@ravearaki,2023-03-06T14:58:15.000Z,"habang busy ang lahat sa #jeepneyphaseout, ito pasado na ang chacha.",1.0,,1,0,neutral
Eden Rutaquio,@EdenRutaquio,2023-03-06T14:57:11.000Z,not humane! #jeepneyphaseout,,,,0,neutral
JINI,@jinigimenez,2023-03-06T13:38:55.000Z,ang ganda ganda ng jeep nating mga pinoy i pe phase out nyo lang? shame on you. mga taga ibang bansa nga tuwang tuwa to at tatak pinoy.look at our dcx jeep!  for our company outing ang ganda#jeepneymodernizationprogram  #jeeplife #jeepneyphaseout #jeep,1.0,,,1,positive
Hoang Nga,@HoaHoangNga,2023-03-06T13:29:12.000Z,hindi ba kaya ng tallano gold na i cover yung php2.5 million jeepney modernization? bekenemen pwedeng libre na para sa mga bumoto sa kanila??? oh baka naman kailangan mangyari tong modernization para me bagong kickback halaaaa  #jeepneyphaseout #jeepneymodernizationprogram,,,,2,positive
antonio_una,@tndnl_td,2023-03-06T13:25:45.000Z,"yun lang, sobrang klaro ng pangalang epal. di niyo pera yan. #metromanila #transportstrike #strike #jeepneymodernizationprogram #jeepneyphaseout #jeepney",,,,0,neutral
★★★★★,@mauel_ly,2023-03-06T13:19:07.000Z,tas nasasayangan ako na bumyahe siya ako lang pasahero pero ang bait ni kuya kaya kasi sabi niya sige na daw okay lang kahit anong amount okay na swear so far sa mga jeeps na nasakyan ko di ko talaga malilimutan si kuya kay no na no talaga sa #jeepneyphaseout,,,1,2,positive
Eirine⁷,@RMistica7,2023-03-06T13:17:40.000Z,some ya'll r literally dumb asf about the jeepney phase out it was declared a long time ago but none of them tried ni isa walang nag try kahit modernize lang man. kapag gusto maraming paraan kapag ayaw maraming dahilan.#jeepneyphaseout,1.0,,,2,positive
Just_Random Thought,@JustInfinity14,2023-03-06T12:41:32.000Z,ang daming pwedeng maging epekto kapag nawala ang old jeepneys akala ko ba ang gusto nila ay mawala ang kahirapan pero bakit sila pa ang gumagawa ng sanhi ng kahirapan sa ating bansa. #jeepneyphaseout #jeepneymodernizationprogram #tigilpasada,,,,-3,negative
,@jolyancubero,2023-03-06T12:03:31.000Z,hayz tagaan unta nis gobyerno ug saktong programa ang #jeepneyphaseout oypz :((((((,,,3,0,neutral
zi,@xiziara,2023-03-06T11:59:38.000Z,replying to @jpgrobredo,,,1,0,neutral
vernotech,@vernotech,2023-03-06T11:45:02.000Z,ayaw sa #jeepneyphaseout pero nag sisisigaw ng cleaner air sa metro manila....tatanga nyo rin eh noh?,,,,-1,negative
BEBI,@c09157,2023-03-06T11:23:41.000Z,ang oa daw ng mga mga sharedpost ko about sa #jeepneyphaseout eh 2 lang yon. isa pa kung di ka affected. wala nakong pake! bboto ka ng tanga tas saken ka galet,,,,-1,negative
"Leo Jay D. Lumaras,RND",@leography_libra,2023-03-06T10:43:12.000Z,no to #jeepneyphaseout,,,2,0,neutral
republicasia,@republicasiadot,2023-03-06T10:29:31.000Z,protest in parts of paraaque city and caloocan city this morning. | #news #newsph #socialnewsph #republicasianews #republicasia  #jeepneyphaseout visit http://republicasiamedia.com for more! ryan baldemor | republicasia,,,,0,neutral
marquie,@marquiewinner,2023-03-06T09:44:38.000Z,no to #jeepneyphaseout ,,,,0,neutral
a,@rammified__,2023-03-06T09:35:48.000Z,i hope we can set up a #gofundmecampaign  para dun sa manong driver na may sticker ni leni sa lalagyan ng pera ng jeep nya para matulungan sya makaavail ng bagong jeep #jeepneyphaseout #angatbuhaylahat #lenikiko2022 #leniliwanagsadilim,,,,2,positive
Lucasito,@bashgita,2023-03-06T08:57:09.000Z,"dami talagang pinoy na maraming time sa tsismis like issue ni liza but wala for issues that directly affect them like #jeepneyphaseout.we only have a limited time in a day, we only have limited energies. divert them to valuable issues.",,2,20,-1,negative
KC,@simplykchere,2023-03-06T09:31:36.000Z,pinag laban namin kayo nung eleksyon pero pinili nyo pa din ang leader na walang plano sa inyo. sana malagpasan natin lahat ang problema na to. #jeepneyphaseout,,,,-3,negative
MICHY,@mitchdelena,2023-03-06T06:50:55.000Z,no to #jeepneyphaseout,,,,0,neutral
Jonathan Castillo,@tatancast,2023-03-06T06:37:43.000Z,"magkaiba ang #jeepneyphaseout sa #jeepneymodernization.hayan na, pinaghahalo na naman ang balat sa tinalupan. ",,,1,0,neutral
Dann General-Seterra,@ohohdann,2023-03-06T06:13:02.000Z,no to #jeepneyphaseout daw e never ka naman sumakay sa jeep dahil may sasakyan ka! emedora maka-ride lang sa issue! haha!#yestobbmsaraphaseout pwede pa! hahaha!,,,1,-1,negative
Nathaniel,@bolus_nathaniel,2023-03-06T06:03:07.000Z,no to phase out #jeepneyphaseout,,,,0,neutral
@pauloinmanila and 99 others,@pauloinmanila and 99 others,2023-03-06T06:02:10.000Z,"so far, tahimik ang mendiola ngayon, pero maraming pulis.#notojeepneyphaseout #jeepneyphaseout",,,11,2,positive
republicasia,@republicasiadot,2023-03-06T05:49:14.000Z,on jeepney phase out? | #news #newsph #socialnewsph #republicasianews #republicasia #jeepneyphaseout #jeepneymodernization visit http://republicasiamedia.com for more!,,,,0,neutral
My Fabelous World,@FabeTony,2023-03-06T05:48:59.000Z,"kami nga, we think twice whether to buy a new car or not kahit 0% downpayment kasi mabigat nga ang monthly amortization nya, e yung jeepney driver pa kaya na 2 million agad ang isang minibus!  parang nagtrabaho ka lang para sa bangko!#jeepneyphaseout #supporttransportstrike",,,,3,positive
reyreygoaway,@reyreygoaway,2023-03-06T05:18:35.000Z,"#jeepneyphaseout""wag sana i phase out yung mga jeep, isa yan sa mga dinadayo ng mga foreigners sa pilipinas""yung foreigner na first time sumakay ng jeep:",,,1,0,neutral
reyreygoaway,@reyreygoaway,2023-03-06T05:17:56.000Z,"#jeepneyphaseout ""wag sana i phase out yung mga jeep, part na po ito ng ating culture""yung culture:",,3,,0,neutral
@pauloinmanila and 99 others,@pauloinmanila and 99 others,2023-03-06T05:16:02.000Z,pag uusapan palang pala nila ang pag #jeepneyphaseout #notojeepneyphaseout chonayu1,1.0,2,6,-1,negative
Yohan,@DollieYoyie,2023-03-06T05:11:50.000Z,replying to @joseph_morong and @gmanews,,,,0,neutral
Juls_ELFCARAT,@julie24_hyukjae,2023-03-06T05:00:58.000Z,"nakakadurog ng puso! remember they are not against the modernization, ang pinoproblema nila is yung ipapalit na unit. jusko 2.4 million ang halaga saan mo papakuhanin ang mga driver nun.  jusko nasaan ang puso? #tigilpasada #jeepneyphaseout",,,3,0,neutral
Ruben Carranza,@RCarranza_,2023-03-06T04:11:29.000Z,a reminder for the #jeepneyphaseout strike by drivers of the mode of public transportation working class filipinos use the most: his 2014 statement of assets shows that @bongbongmarcos owns at least 10 cars and luxury suvs.,9.0,48,144,1,positive
BULGAR,@bulgarofficial,2023-03-06T04:05:09.000Z,karamihan sa mga transport group ay nagpahayag ng kanilang pagtutol sa planong isang linggong transport group strike ng manibela sa metro manila simula ngayong araw.#tigilpasada #jeepneyphaseout #puv #bulgaronline #bulgarnews,,,,-2,negative
Pamy,@PamVeeeeeee,2023-03-06T03:49:25.000Z,"kung si @lenirobredo naging president, papakinggan n’ya kayo at di kayo tatawaging communist.#jeepneyphaseout #transportstrike",,,3,0,neutral
tasha,@pppowfu,2023-03-06T03:45:20.000Z,lets talk abt #notojeepphaseout #stopwillow #stopdrinkingalcohol #loveislandaftersun #jeepneyphaseout #jeepneyphaseoutibasura,,,,0,neutral
,@MyKey_10_07,2023-03-06T03:44:42.000Z,eh ano naman kasi aasahan mo sa ang ultimate goal was to only win the last election by hook or by 31m crooks and the rest bahala na si antman?#jeepneyphaseout,,,11,1,positive
Shadilou,@Snapshadilou,2023-03-06T03:41:50.000Z,"with this whole jeepney phasout thing. why can't the govt first shoulder the cost, tapos a percentage of the operaters owners goes to payback the govt then when they're fully paid bahala na? why do the people suffer cause the govt doesnt think? #jeepneyphaseout",,,,1,positive
zzzzz,@OrencilloA,2023-03-06T03:39:58.000Z,sana naisip po nasa taas ung welfare na ma aapektuhan na tao!  nakakalungkot lang nangyari#jeepneyphaseout,,,,0,neutral
Amara,@SarahCrewe,2023-03-06T03:31:59.000Z,teacher ako sara. ramdam ko ang hirap ng mga guro at mga bata. pero mas ramdam ko ang hirap ng mga jeepney driver! ikaw ang hindi makakuha sa point nila! ikaw ang hindi makaintindi!#jeepneyphaseout #transportstrike #notopuvphaseout #notojeepphaseout #notojeepneyphaseout,,,2,-3,negative
Jomarie Sauquillo,@ItsMeGrayKnight,2023-03-06T03:08:28.000Z,ano pa ba ang aasahan natin sa mga inutil na pulis? mga kasangkapan ng korapsyon at kasamaan ang mga yan. #notojeepneyphaseout#jeepneyphaseout,,5,3,-1,negative
Jason del Rosario,@fauxillustrado,2023-03-06T03:00:53.000Z,"medyo nakakaurat yung tungkol sa #jeepneyphaseout yung tigil pasada, pero laging binabalik ng iba diyan sa mga politikong “sinayang natin”",,,1,3,positive
HighPower,@highpower2016,2023-03-06T02:50:41.000Z,salamat sa lahat ng jeepney drivers! mabuhay po kayo. lalaban tayo  para sa mga jeepney drivers | isang jeep dance cover- https://fb.watch/j5300ojcml/#notojeepneyphaseout #notopuvphaseout #jeepneyphaseout #jeepneystrike #jeepneyphaseoutibasura #jeep #highpower2016,,,,1,positive
JethBro #KayLeniKasado,@jetrs_snaps,2023-03-06T02:40:49.000Z,"stay strong, mga jeepney drivers!kasama niyo kami sa laban#jeepneyphaseout not necessary! #notojeepneyphaseout",,,2,1,positive
RyZa,@htebazyr,2023-03-06T02:10:33.000Z,my students can relate well sa jeepney modernization issue today because of one article that i let them read and create a position paper about it. #jeepneyphaseout what’s your position?,,,,1,positive
𝓖𝓵𝔂𝓷 ♡,@brave_soul1013,2023-03-06T01:22:14.000Z,haysss legit n wala mga jeep! #jeepneyphaseout,,,,0,neutral
cc,@iannejorj,2023-03-06T00:59:18.000Z,brief context of the #jeepneyphaseout ,,,,0,neutral
Mauricio,@AtheeHeureux27,2023-03-06T00:54:53.000Z,yung climate change activist ka pero hindi ka pabor sa #jeepneyphaseout ,,,,0,neutral
AMOR,@amor_lovesblue,2023-03-06T00:42:49.000Z,nakakatawa lang ang daming problema ng pilipinas pero mga jeepney yung napagtripan. #notojeepneyphaseout #jeepneyphaseout,,,,-1,negative
OTEP,@joroquid89,2023-03-06T00:41:58.000Z,bayad nga po.  #notojeepneyphaseout  #jeepneyphaseout,,,,-1,negative
Zion Ryan Cruz,@zryanverse,2023-03-06T00:40:29.000Z,mahirap kasi ayaw nila intindihin. it’s their way or the highway. absolute. not a democracy. no middle ground. no looking at alternatives. no consensus. #jeepneyphaseout #jeepneystrike,2.0,1,11,-1,negative
Little Misis Kulet,@KuletMisis,2023-03-06T00:22:00.000Z,no to #jeepneyphaseout,,,,0,neutral
Little Misis Kulet,@KuletMisis,2023-03-06T00:21:17.000Z,no to #jeepneyphaseout,,,2,0,neutral
Little Misis Kulet,@KuletMisis,2023-03-06T00:20:28.000Z,no to #jeepneyphaseout,,,,0,neutral
Miss Go,@miriamgracego,2023-03-06T00:13:15.000Z,list: schools shifting to online classes due to weeklong transport strikehttps://rappler.com/nation/list-schools-shifting-online-classes-due-transport-strike-march-6-12-2023/… via @rapplerdotcom #jeepneyphaseout,,,,0,neutral
Carl,@rcarlneri,2023-03-06T00:05:48.000Z,moving too slow? philippines has the best transportation in the world… the universe rather.  #transportstrike #traffic #jeepneyphaseout #jeepneystrike,,,,0,neutral
Ellis Pepper,@EllisPepper18,2023-03-05T21:52:45.000Z,"kung si leni sana ang naging presidente, hindi sana nagdudusa ang ating mga jeepney drivers. #jeepneyphaseout #jeepneyphaseoutibasura #leni",,,,-1,negative
Dissenting Voice,@voxdissentiens,2023-03-05T20:55:35.000Z,"divide and conquer. davao city drivers won't participate in nationwide transport strike against #jeepneyphaseout so, hindi sila mga komunista tulad ng paratang ni sara duterte sa mga lalahok ngayong araw?",2.0,,4,-3,negative
,@_miggypot29,2023-03-05T20:09:08.000Z,https://tribune.net.ph/2023/03/05/long-overdue-modernization/…#jeepneyphaseout,,14,52,0,neutral
,@_miggypot29,2023-03-05T19:36:04.000Z,"hindi lahat ng pabor sa #jeepneyphaseout eh may mga sariling sasakyan. fyi, napag iiwanan na po tayo.. matutong makisabay sa pagbabago. hindi pwedeng gobyerno palagi mag a-adjust para sa inyo.",8.0,21,108,-1,negative
Ph Trending Videos,@phtrendingvideo,2023-03-05T17:36:01.000Z,galit na galit si sen. raffy tulfo sa ltfrb tungkol sa puv modernization program#raffytulfoinaction #ltfrb #puvmodernization #jeepneyphaseout #jeepneymodernizationprogram #notojeepneyphaseout,,2,2,-1,negative
francisnoel corros,@francisnoelcor1,2023-03-05T17:18:42.000Z,we support the jeepney driver #notojeepneyphaseout #jeepneyphaseout #jeepneyphaseoutibasura,,1,,1,positive
ًciel ; sunoo birthmonth ^^,@yceksn__,2023-03-05T16:52:49.000Z,replying to @staygeneby_hart,1.0,,1,0,neutral
Duday Mariano - Pangilinan,@romwald23,2023-03-05T16:16:51.000Z,"kapag natuloy ang #jeepneyphaseout paano nalang kapag may nagrevive ng kanta ni @yengpluggedin na jeepney love story? paano gagawa ng music video?  kaya dapat ibasura yan dahil ayoko nang pumara kahit san mapunta, ayoko nang pumara pag ikaw ang kasama ! #jeepneylovestory",,,,2,positive
