Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,,,
JP Ortega,@jportega1981,2023-03-16T03:49:53.000Z,"Replying to 
@carlabrews",,,21,,,
daniela,@ddanireyess,2023-03-16T03:46:28.000Z,upong dose lang kuya haha pero true #NoToJeepneyPhaseout,,,1,,,
rich kel,@jmichaelreal,2023-03-16T03:07:49.000Z,#NoToJeepneyPhaseout ,,,,,,
denise,@_xxkuromi,2023-03-16T02:40:43.000Z,eurt #NoToJeepneyPhaseout https://twitter.com/ruhlare/status/1635958915602206726…,,,,,,
sheykspir | THE ERAS,@sheykspir,2023-03-16T01:19:44.000Z,"Kuya, kanina ka pa tingin nang tingin sa id ko ha. #NoToJeepneyPhaseout",,1,,,,
𝕄𝕒𝕣𝕜 ツ,@mrkxfrrr,2023-03-16T01:17:32.000Z,#NoToJeepneyPhaseout No na No! ,,,1,,,
D A L E,@_dalengDale,2023-03-16T00:41:41.000Z,#NoToJeepneyPhaseout,,,3,,,
Kirā,@timothinsanity,2023-03-15T23:31:30.000Z,"Replying to 
@trblmatic",,,1,,,
solstice,@fleurisce,2023-03-15T21:10:49.000Z,#NoToJeepneyPhaseout,,,,,,
lyss ⧗,@alianovnaly,2023-03-15T17:10:38.000Z,"Replying to 
@scarberlain",1,,,,,
.𖥔 ݁ ˖𖤓 k i r a ☽.𖥔 ݁ ˖,@babydonttr1p,2023-03-15T17:02:22.000Z,rush hour with rji  #NoToJeepneyPhaseout,,1,14,,,
Greco,@moyshesh_,2023-03-15T16:45:19.000Z,"Gi post nako akong solidarity speech sa Calumpang Youth Festival 2022. I'm comfortable posting it kay timely, and I use the jeepney narrative to add emotion and significance to my speech. #NoToJeepneyPhaseout 

Thanks 
@allizahx
 sa pag help ug create sa speech!",1,1,9,,,
ًia!,@formoneo,2023-03-15T14:03:13.000Z,#NoToJeepneyPhaseout ,,3,8,,,
k l y d e,@klydoscopex,2023-03-15T14:03:02.000Z,Me after mamahalan sa singil ng angkas. Huhuhu #NoToJeepneyPhaseout,,,1,,,
kenkev,@kenkevf,2023-03-15T14:00:57.000Z,#NoToJeepneyPhaseout,4,,6,,,
jemcel (mabait),@JemcelTolocotoc,2023-03-15T13:55:24.000Z,yung #NoToJeepneyPhaseout ka pero 123 ka sa anilag hahaha,,,,,,
mai,@maechaannn,2023-03-15T13:52:07.000Z,"really love kuya driver who helped and gave me a free ride today cuz he saw me nga nag baktas . Thank you sm!!

 #NoToJeepneyPhaseout",,,6,,,
Joyce,@palibhasaaaa,2023-03-15T13:41:35.000Z,#NoToJeepneyPhaseout https://twitter.com/ruhlare/status/1635958915602206726…,,,,,,
xamboy,@HabyerMari,2023-03-15T13:23:32.000Z,"Replying to 
@bblncpltrfl",,,1,,,
BBPatatas,@inmySuZone,2023-03-15T13:15:10.000Z,#NoToJeepneyPhaseout,,,,,,
llyd,@poknationn,2023-03-15T12:13:17.000Z,"In fairness, maganda ang tugtugan and vibe dito sa modern jeepney ah but still #NoToJeepneyPhaseout !!!!",,,,,,
PMB-UPV,@asulistaPMB,2023-03-15T11:55:16.000Z,"Stand with our public transportation drivers and operators! Join the story blast and further the calls against jeepney phaseout by posting this photo on your FB My Days, IG stories, etc.

#NoToJeepneyPhaseout
#YesToProPeopleModernization",,12,21,,,
seanie,@s34nie,2023-03-15T11:05:38.000Z,"them: naka focus sa pag spread ng legs ni idol sa jeep, saying things about it…

me on the other hand: naka focus sa facemask ni kuya, nagtataka kung baliktad ba yung facemask niya or ganon lang talaga yung style 

anyways, #notojeepneyphaseout",,,1,,,
Karatula,@Karatula_Davao,2023-03-15T10:39:14.000Z,"hinihimok namin ang gobyerno na makipag tulungan sa mga jeepney driver at operator para makabuo ng mas sustainable at inclusive modernization plan na isinasaalang-alang ang mga pangangailangan at kapakanan ng lahat ng stakeholder.

Artist IG : @dyz2pia 

#NoToJeepneyPhaseout",,,,,,
,@jaewooah,2023-03-15T10:28:24.000Z,#NoToJeepneyPhaseout https://twitter.com/nexleveI/status/1635266041139056646…,,,,,,
𝓐𝓵𝓽𝓱𝓮𝓪,@Ayahchann,2023-03-15T09:19:38.000Z,"Mapapa #NoToJeepneyPhaseout ka talaga today mamsh 
@XIamyan
  HAHAHAHA",2,1,2,,,
dro  ,@drolanlegasvi,2023-03-15T09:15:56.000Z,#NoToJeepneyPhaseout,,1,1,,,
broccoli,@_leumkleun,2023-03-15T08:43:10.000Z,I STAND TO #NoToJeepneyPhaseout !!,,,,,,
pauline,@ethannlver,2023-03-15T08:23:38.000Z,pumapasada ka pala jaehyun ha #NoToJeepneyPhaseout https://twitter.com/nexleveI/status/1635266041139056646…,,,,,,
UPB Economics Society,@UPBEconSoc1988,2023-03-15T07:32:52.000Z,"Bali-balita na may dalang meryenda sa biyahe

#SimplifyingThingsSince1988
#NotoJeepneyPhaseOut",,,1,,,
Hoy Hope Cabug,@cabughoyhope,2023-03-15T07:28:17.000Z,Bagamat nahinto na ang strike tiloy pa din ang sigaw ng mga driver #NoToJeepneyPhaseout,,,,,,
chayo | 光 ☻,@chasth1ne,2023-03-15T06:10:13.000Z,Putangina sabi na papababain ako ng driver kasi mag-isa lang ako eh  #NoToJeepneyPhaseout,,,1,,,
Mauricio,@AtheeHeureux27,2023-03-15T05:05:44.000Z,"#NoToJeepneyPhaseout 
#yestounsafePUVsforchildren
#makabagongSanJuankuno
@sanjuancityncr
 
@franciszamora30",,,,,,
kim,@kimmyxxi_,2023-03-15T03:51:29.000Z,#NoToJeepneyPhaseout https://twitter.com/nexleveI/status/1635266041139056646…,,,,,,
,@iKONFREEDOMMMM,2023-03-15T03:14:01.000Z,"#NoToJeepneyPhaseout 
#LetBobbyCommute",,1,2,,,
definitely just_inrosales,@just_inrosales,2023-03-15T02:48:57.000Z,#NoToJeepneyPhaseout  kase sa jeep naman sumasakay mga cute hehe ,1,,,,,
broccoli,@_leumkleun,2023-03-15T00:42:57.000Z,"wow. Dinaig yung mga buses HAHAAHAAHAH 

automated fare collection system???? kala mo ang advance ng technology at maunlad Pilipinas eh HAAHABHAHAHAHA #NoToJeepneyPhaseout 
ctto pic: DoTr-Philippines",,,,,,
SUPER oyah⑰ BooKyeomVerShuaChan,@oyahchavez,2023-03-15T00:32:07.000Z,#NoToJeepneyPhaseout,,,,,,
Joy - 개가트닌생 enthusiast,@HANBINSDOREMl,2023-03-15T00:15:00.000Z,"Nagcocommute pala sya 

#NoToJeepneyPhaseout",1,,1,,,
broccoli,@_leumkleun,2023-03-14T23:46:02.000Z,"eto oh yes to jeepney phaseout 
(     ╲     
  ╲       ╲      ╭  ͡ ╲
      ╲        ╲╭  ͡  ╲  )
           ╲        ╲       ╲
         ╭ ͡  ╲          ╲     ﾉ
    ╭ ͡  ╲       ╲        ╱
      ╲      ╲        ╱ 
           ╲      ╱
#NoToJeepneyPhaseout",,,1,,,
broccoli,@_leumkleun,2023-03-14T23:43:41.000Z,"bukod sa safe design at eco friendly tong modern jeeps kunno, wala ng advantage talaga eh. #NoToJeepneyPhaseout #YesToBBMPhaseOut",,,,,,
broccoli,@_leumkleun,2023-03-14T23:43:25.000Z,"gHorl, ano ka Makakalikasan pero hindi Makatao???????? #NoToJeepneyPhaseout",,,1,,,
maki,@wynggsss,2023-03-14T23:38:43.000Z,#NoToJeepneyPhaseout pero why naman hindi na binigay yung 85 kong sukli ,,,2,,,
Kang Sa-ra | BLCK,@lacquinine,2023-03-14T23:00:15.000Z,"Ara palng ko gne sa pilapil ngpundo na si manong jeepney driver sa karsada so since indi ko gusto maging inconvenience sa iban nga pasahero, nagdalagan si ante mo and nagsakay nga gahapo hapo!!!!!! Ahhhhhh no to #NoToJeepneyPhaseout para ma experience ng lahat!!!!!!!!",2,,1,,,
ia • super bz,@mickeychwe18,2023-03-14T21:51:44.000Z,tuwang tuwa ako sa experience ko na to. first time ko na sumabit & umupo sa pwesto na to ng jeep. happy kid yern   #NoToJeepneyPhaseout,1,,3,,,
joy,@hyunmark14,2023-03-14T19:54:48.000Z,"naalala ko na naman yung pogi sa jeep nung isang araw 

#NoToJeepneyPhaseout",,,1,,,
Nicole,@ppnicolee,2023-03-14T17:13:37.000Z,pero #NoToJeepneyPhaseout parin ,,,,,,
linds,@charmanelindzay,2023-03-14T17:09:48.000Z,#NoToJeepneyPhaseout,,,5,,,
vino,@wherehaveyouVIN,2023-03-14T16:33:15.000Z,#NoToJeepneyPhaseout ,,,,,,
Noichi,@dendenNoichi,2023-03-14T16:15:07.000Z,"My Juan
#NoToJeepneyPhaseout #digitalarts",,,,,,
saw SKZ & misses them badly #NeverEndingStay,@GirlHailang,2023-03-14T15:35:29.000Z,help  #NoToJeepneyPhaseout,,,,,,
m1ki_,@mikhail_padpad,2023-03-14T14:13:16.000Z,#NoToJeepneyPhaseout,,,1,,,
eli,@xskylees,2023-03-14T13:27:06.000Z,#NoToJeepneyPhaseout saur tru https://twitter.com/nexleveI/status/1635266041139056646…,,,,,,
MING | EXO COMEBACK,@mingzyesung,2023-03-14T12:33:19.000Z,#NoToJeepneyPhaseout,,1,4,,,
dpr val,@jaemarkgf,2023-03-14T12:17:21.000Z,#NoToJeepneyPhaseout talaga https://twitter.com/nexleveI/status/1635266041139056646…,,,2,,,
,@annyeongYunossi,2023-03-14T11:42:03.000Z,#NoToJeepneyPhaseout  https://twitter.com/nexleveI/status/1635266041139056646…,,,1,,,
ᴅᴀʀᴋ,@darkkdylanreal,2023-03-14T11:38:32.000Z, #NoToJeepneyPhaseout,93,"1,084","5,628",,,
"Uno (an Aries, so dont piss me off)",@xrowlanx,2023-03-14T11:12:09.000Z,"Uwian na. 
#NoToJeepneyPhaseout",,,7,,,
saw dreamies,@nynznyx,2023-03-14T11:11:12.000Z,#NoToJeepneyPhaseout https://twitter.com/nexleveI/status/1635266041139056646…,,,,,,
Viel,@bistredauniverz,2023-03-14T10:40:55.000Z,"kapag naka kasakay ako sa jeep ng ninong ko. libre lagi. hahah.

#NoToJeepneyPhaseout",,,,,,
neknekmo,@KENDRE1I,2023-03-14T08:57:35.000Z,"top tier soundtrip
#NoToJeepneyPhaseout",,,4,,,
sawol,@svnoolauvr,2023-03-14T08:11:16.000Z,#NoToJeepneyPhaseout,1,,1,,,
aji,@AngelinePabito,2023-03-14T07:56:54.000Z,"It was just a normal day pero sobrang nakakatuwaaa, super bait ng jeep na nasakyan kooo, hindi na ako tinanggapan ng pamasahe kahit anong pilit ko kasi minsan lang daw naman makalibre God bless youuu po manong! #NoToJeepneyPhaseout",,,8,,,
Michael D,@ikelllogs,2023-03-14T07:02:32.000Z,"Sabi ng nanay ko wag muna ako bumili ng sasakyan. Wala raw parking sa bahay.

Yung sasakyan ngayon sa bahay. “Jeep ako. Sedan ka lang.”

Huhuhahaha. #NoToJeepneyPhaseout",,,,,,
Wayen Yono,@YonoGreedy,2023-03-14T06:43:36.000Z,"#NoToJeepneyPhaseout 
@cotingsu",,1,45,,,
xavy,@xavycutie,2023-03-14T06:34:23.000Z,#NoToJeepneyPhaseout,,,,,,
AIRAH G.|,@Airah_Gutierrez,2023-03-14T05:49:37.000Z,"#NoToJeepneyPhaseout 
HAHAHAHAHHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHA 
@cotingsu",,2,17,,,
maddie | upcat '24 passer cutie,@eponineeri,2023-03-14T05:46:28.000Z,"Sorry ah, hindi kasi aq sining sa museo na tanging diyos lamang ang nagpinta. Isa akong vandal na tite sa pader,,,,,

#NoToJeepneyPhaseout",,,,,,
alex ✴︎,@nammuchanx,2023-03-13T16:51:45.000Z,"133

just a subtle nod to k4k@mp!nks who love patting themselves on the back pero nauunang mandikdik ng jeepney drivers who voted for m4rcos. tapos na ang eleksyon, and we will need all the support we can get from the masses to build a strong opposition. #NoToJeepneyPhaseout",1,7,51,,,
,@nanaaaxxxxx,2023-03-13T15:58:51.000Z,"We are all for development naman if that's your point, pero mas okay yung development na walang naiiwan, yung lahat may kakayahan. 
#NotoJeepneyPhaseOut",,,,,,
Ernane⁷,@Naneng_Rita,2023-03-13T15:56:52.000Z,#NoToJeepneyPhaseout,,,2,,,
bow rot,@jumps_4,2023-03-13T15:30:00.000Z,#NoToJeepneyPhaseout,,,1,,,
.,@shanenamonrolls,2023-03-13T14:57:16.000Z,"Replying to 
@mayalyssaaa",1,,1,,,
broccoli,@_leumkleun,2023-03-13T14:31:12.000Z,"we can modernize our jeepneys without losing its essence, being an iconic vehicle rich in history, and the Philippine culture. We can improve the jeepneys to be more safe and eco friendly BUT NOT COSTING ABOUT 2.4M PESOS!!!!! kase sobra naman yun!!!    #NoToJeepneyPhaseout",1,,1,,,
broccoli,@_leumkleun,2023-03-13T13:57:10.000Z,as an engineering student: #NoToJeepneyPhaseout,,,,,,
(｡•̀ᴗ-)✧ I am Bby,@choKYOlates,2023-03-13T13:40:36.000Z,#NoToJeepneyPhaseOut #YEStoMPL,1,,,,,
Basag TV Dubai,@BarzSuriaga,2023-03-13T12:37:07.000Z,"Gusto daw mangibang bansa,.. ayaw naman mag apply... 
Ano un? Europe na mag aadjust? 
#migrantworkers #ofw #workabroad #jobs #work #Oscars #trending #JENNIE #eatbulaga #NoToJeepneyPhaseout #reels #fb",,,,,,
Heraldo Filipino,@heraldofilipino,2023-03-13T12:13:33.000Z,"Ang naturingang hari ng kalsada ay balewala kung naghihirap ang mga nasa likod ng manibela, at kung ang gobyerno mismo ang nagsisilbing balakid sa ating daan, ay wala tayong patutunguhan.

#NoToPUVPhaseout
#NoToJeepneyPhaseout
#SaveOurJeepneys

https://heraldofilipino.com/bagong-jeep-ang-kailangan-hindi-bagong-utang/…",,9,16,,,
zey,@cheolliecutie,2023-03-13T12:05:58.000Z,grabe sobrang pda nung nasa tapat ko sa jeep pauwi ang lala talaga nila halos mag kiss sila tapos schoolmate ko pa kasi same kami uniform HAHAHAHAHA para akong nanonood ng kdrama e #NoToJeepneyPhaseout,,,,,,
ivannyx_gelo,@ivannyx_,2023-03-13T11:10:34.000Z,i have nothing against jeepney coz i support #NoToJeepneyPhaseout and im also unbothered abt others opinion but this is in another level sh*t of embarrassment.,1,,,,,
em,@em_kaaaay,2023-03-13T10:45:51.000Z,"Replying to 
@txtdazed",1,,,,,
FERDINANDAYA,@Homeboy56581258,2023-03-13T10:22:09.000Z,#NoToJeepneyPhaseout,18,5,53,,,
,@she__abides,2023-03-13T10:00:36.000Z,"mga cheater na lang i-phase out niyo 

#NoToJeepneyPhaseout",,,,,,
lev (Pagod),@enxo1722,2023-03-13T09:06:41.000Z,"""Take a ride with me"" 
#Rover #NoToJeepneyPhaseout",,,,,,
JOIEE!!,@PresiPrezyJoie,2023-03-13T08:55:05.000Z,#NoToJeepneyPhaseout,,,3,,,
عايزه,@Aaeezah,2023-03-13T08:51:12.000Z,"#NoToJeepneyPhaseout 
Pagcollege nagsakay mig jeep ni 
@janelamariee
 agi sa cdu mandaue, 3 rami pasahero si jal ra naglingkod sa atbang lubotan/entrance sa jeep nya slide.y mn ang usc uniform nalagpot tawn si jal sa driver tungod sa kakusog sa pag hunong sa jeep",1,,1,,,
ًm.,@lschvs,2023-03-13T08:24:27.000Z,panis hahaha #NoToJeepneyPhaseout,1,1,1,,,
Josue,@JosueGanadin,2023-03-13T07:01:35.000Z,"tama tan kuya update ka lang sa bebe mo HAHAHAHAHAAH
#NoToJeepneyPhaseout",1,,1,,,
Hoco27,@hoco27,2023-03-13T06:31:46.000Z,Something to think about with our own elderly PUV drivers. I have already witness two PUV drivers suddenly passing away on the steering wheel. It's definitely hard and long work and they need healthier conditions. #NoToJeepneyPhaseout,1,,,,,
enzo,@ezyenzoo,2023-03-13T05:58:13.000Z,#NoToJeepneyPhaseout Bakit mga traditional jeep ang gusto niyong i-phase out? DAPAT YUNG MGA FREELOADER NA GROUPMATES NA LANG SA COLLEGE (galit),,,1,,,
solana ¹⁰,@yoonjiniall,2023-03-13T05:45:08.000Z,"Replying to 
@bangtankv_",,,,,,
Reimefrost Gilacial (Not Regi) || Commissions Open,@im_regi,2023-03-13T05:33:17.000Z,"Replying to 
@shiruhalo",,,1,,,
pia,@sophiatancinco_,2023-03-13T03:53:04.000Z,"HUY HALA HIT TWEET! 

at dahil diyan, palagi niyong tatandaan na #NoToJeepneyPhaseout! 

tumindig kasama ang mga manggagawa! presyo ibaba, sahod itaas!",2,1,7,,,
Bread ; is seeing NMIXX,@kamjapotato,2023-03-13T02:51:33.000Z,#notojeepneyphaseout pa rin,,,,,,
ael mi paramour,@AelSakalam,2023-03-13T02:21:34.000Z,"kaya pala atat sa jeepney phase out kasi kaalyado na malaking corporation ang papalit. kaya naman pala yanson for bbm noong election kasi bbm for yanson naman ngayon. pakyu! 

#NoToJeepneyPhaseout",,,1,,,
Buklód Atenista,@BuklodAtenista,2023-03-13T02:08:26.000Z,"This statement was prepared by:
@addusamahan
 
Ateneo de Davao University
@admusanggu
 
Ateneo de Manila University
@adnussgofficial
 
Ateneo de Naga University
@ADZUECA
 
Ateneo de Zamboanga University
@XUCSG
 
Xavier University-Ateneo de Cagayan

#OneAteneo
#NoToJeepneyPhaseout",,,,,,
kyla,@pjsdeprived_,2023-03-13T01:28:29.000Z,"kaya bakit ipphase out??
#NoToJeepneyPhaseout ",,,,,,
dani | jungwoo banner,@nix_lhj,2023-03-13T00:25:39.000Z,#NoToJeepneyPhaseout pero sana i-phaseout na yung mga lalaking makaupo sa jeep akala mo ang laki ng bayag kung makabukaka,1,9,24,,,
𝙡𝙪𝙞𝙨𝙖 𝙢𝙖𝙚,@lowesabee,2023-03-12T23:18:28.000Z,yung jeep na nasakyan ko pwede ka maging early bird o ma-late sa sobrang bilis magpatakbo eh haha leche #NoToJeepneyPhaseout pa rin,,,1,,,
ᶜʰᵉˡˡᵉ,@cheeeeelle_,2023-03-12T18:22:50.000Z,#NoToJeepneyPhaseout,,,,,,
Samú,@_reigov,2023-03-12T17:56:28.000Z,slaaaaay anteh #NoToJeepneyPhaseout,,,2,,,
Alysrant,@Alyssrants,2023-03-12T17:18:21.000Z,#NoToJeepneyPhaseout,,,,,,
Ton Yung Gala #Gising Pilipinas!,@eydipi28,2023-03-12T14:31:09.000Z,"For the information of everybody, kaya nag-viral ang dance craze na ‘to is because gustong matulungan ng mga anak ng jeepney drivers yung mga tatay nila due to the weeklong nationwide transport strike last week. Sana pinanood muna natin yung episode tonight. #NoToJeepneyPhaseout",9,64,848,,,
yska,@yslrszn,2023-03-12T14:13:42.000Z,#NoToJeepneyPhaseout,1,70,162,,,
Mags #TunayNatingLakas,@jgmagtibay,2023-03-12T13:55:26.000Z,"Mga kapwa ko Iskolar ng Bayan, tumungo tayo kung nasaan ang mga driver, mga operator, mga manininda, mga mangggawa. Kasama nila, dito natin lilikhain ang kinabukasan para sa lahat!

#NoToJeepneyPhaseout
#ServeThePeople",,1,2,,,
"inactive, busy sa acads",@laix4ikeu,2023-03-12T13:34:33.000Z,dapat mga face shamer na lang  ang piniphaseout sa mundo e #NoToJeepneyPhaseout,,,,,,
Alyana Amesyl,@markyanna_,2023-03-12T13:26:33.000Z,"Okay, may kinalaman naman pala sa #NoToJeepneyPhaseout pero yun na yun? Parang isiningit lang yung Jeepney issues and then gora na agad sa Tiktok dance ",1,,,,,
— ; updated!,@loveyubibi,2023-03-12T13:22:30.000Z,"kakabasa ko lang nung r-18 shot mo na ""The Ride"" #NoToJeepneyPhaseOut HSHAHAHAHAHAHA — HSHAHAHAHAHAA TAMA! Pano nalang sila diba they don’t know eo name pa ngaaa!! #NoToJeepneyPhaseOut  https://curiouscat.me/yubicakes/post/1309334506…",1,1,28,,,
The Vanguard,@pupthevanguard,2023-03-12T13:13:57.000Z,"𝗢𝗣𝗜𝗡𝗬𝗢𝗡 | Pasada ng Buhay

BASAHIN: https://tinyurl.com/2y2tkfx2

: Gerald Rendon
: Justine Antonio Cueva

#TheVanguard
#NoToJeepneyPhaseout",,1,3,,,
Stephen,@seji_iL,2023-03-12T13:10:38.000Z,#NoToJeepneyPhaseout,,2,13,,,
elle,@onceelds,2023-03-12T13:08:40.000Z,nagrigat awan jeep. #NoToJeepneyPhaseout,,,1,,,
Gabriel,@Gabrielle_Tba,2023-03-12T12:58:26.000Z,"PUTANG INANG MGA BATA AT MGA LGTV NA YAN PHASE OUT NALANG NI SILA BI
#NoToJeepneyPhaseout",,,,,,
Joseph Marco (Taylor’s Version),@themarcouuu,2023-03-12T12:26:23.000Z,Ang popogi ng mga Isko na katapat at katabi ko sa Ikot. #NoToJeepneyPhaseout,1,,1,,,
migu #SahodItaasPresyoIbaba,@migopags,2023-03-12T12:02:48.000Z,"Kaya kahit tapos na ang strike, di pa tapos ang laban.

SUPPORT DRIVERS! Join the calls for #NoToJeepneyPhaseout
ENGAGE IN DISCUSSION! We need to raise awareness on these issues!
JOIN MASS ORGANIZATIONS! Power lies in collective action :"") #JoinAghamYouth & other mass orgs!",,1,3,,,
STAND UP,@standupdiliman,2023-03-12T11:57:21.000Z,"Sigaw ng mga kabataan at tsuper…

#NoToJeepneyPhaseout",,2,1,,,
︎ ︎,@youmred,2023-03-12T11:53:56.000Z,#NoToJeepneyPhaseout,1,,3,,,
.,@warriorhey,2023-03-12T11:31:05.000Z,"Pagpupugay sa mga araw araw gumigising upang mamasada

Kailangan ang modernisasyon ngunit hindi dapat ito namimili ng iaangat.  Pantay at akma dapat sa sitwasyon ng bawat isa.

#NoToJeepneyPhaseout",,,,,,
Minister of pre-colonial Philippines,@MTruthbringer,2023-03-12T11:04:11.000Z,"#NoToJeepneyPhaseout Know that if this guy is so toxic he'd accuse anyone against the CPP-NPA-NDF as foreigners and called a cunt and bitch, you are not for the masses. Might as well be bootlickers for the US imperialists",,1,3,,,
;,@0Sunnyyyy0,2023-03-12T11:03:32.000Z,"Nganong jeep man ang walaon, kung akong kinabuhi nalang diay.
#NoToJeepneyPhaseout",,,,,,
༺☆༻,@antisocialphase,2023-03-12T10:42:25.000Z,bis hi jopay nalat igphase out niyo wag na jeep #NoToJeepneyPhaseout,1,,2,,,
aya.dnd,@maybeaya_x,2023-03-12T10:24:15.000Z,"Government should be waging war against POVERTY. 
Not waging war against the poor.
#NoToJeepneyPhaseOut",,,2,,,
"ఇ noreen saw nct127, svt & nctdream!!! ఇ",@joomandu_,2023-03-12T10:13:46.000Z,"Ngayon ko lang napanuod, but sa kasagsagan ng jeepney phase out issue wayv released this content  wayv for  #NoToJeepneyPhaseout",,,1,,,
UPAAEC,@Sirkel1975,2023-03-12T09:30:00.000Z,"𝐘𝐄𝐒 𝐓𝐎 𝐏𝐑𝐎-𝐏𝐄𝐎𝐏𝐋𝐄 𝐌𝐎𝐃𝐄𝐑𝐍𝐈𝐙𝐀𝐓𝐈𝐎𝐍, 𝐍𝐎 𝐓𝐎 𝐉𝐄𝐄𝐏𝐍𝐄𝐘 𝐏𝐇𝐀𝐒𝐄𝐎𝐔𝐓!

Read the full statement at our Facebook Page, UP Agricultural and Applied Economics Circle.

#NoToJeepneyPhaseout",,12,20,,,
Neo Aison,@KasamaNiyo,2023-03-12T09:25:08.000Z,"hangga’t may banta sa kabuhayan at karapatan, patuloy tayong magkakaisa at makikiisa sa panawagan: #NoToJeepneyPhaseout! serbisyo sa tao, wag gawing negosyo!

ilang kuha sa family day kasama ang up transport group ",,,24,,,
STAND UP,@standupdiliman,2023-03-12T09:21:08.000Z,"Ngayon ay nagtatalakayan kasama ang mga tsuper at kabataan tungkol sa  kasalukuyang kalagayang pang-ekonomiya at mga problemang kinakaharap ngnmga mamamayan.

#NoToJeepneyPhaseout",1,,2,,,
STAND UP,@standupdiliman,2023-03-12T09:17:57.000Z,"Tuloy-tuloy ang kainan, talakayan, at tawanan kasama ang UPTG sa huling araw ng kampuhan dito sa Vinzon’s bilang culmination ng matagumpay na transport strike!

#NoToJeepneyPhaseout",1,9,33,,,
,@elaydiyaaa,2023-03-12T09:12:59.000Z,"eh nag breakdown sa jeep
#NoToJeepneyPhaseout",,,1,,,
kara,@KaraTaggaoa,2023-03-12T07:24:53.000Z,Tuloy ang laban! #NoToJeepneyPhaseout,,7,78,,,
aza,@johnjaenoona,2023-03-12T07:06:18.000Z,#NoToJeepneyPhaseout  !!!!,1,,1,,,
KA SEULGI,@Ka_Trixia,2023-03-12T07:03:15.000Z,#NoToJeepneyPhaseout https://twitter.com/PSAICH0/status/1634603172986753024…,,,,,,
andree,@yourbae_andree,2023-03-12T06:53:31.000Z,"Replying to 
@llliyna",1,,1,,,
Paul 2nd Variant,@pilosopaul,2023-03-12T06:39:21.000Z,"Pinoy Jeepney 

- Sports Car Rock by Infraction (Youtube)

#art #popup #popupcard #popupbook #pinoy #jeep #jeepney #NoToJeepneyPhaseout",5,27,67,,,
adie,@unadientified,2023-03-12T06:28:08.000Z,#NoToJeepneyPhaseout,1,,1,,,
keya,@enhypenat3d,2023-03-12T05:38:49.000Z,"recommended 
#NoToJeepneyPhaseout",1,1,1,,,
mary,@m_arialigaya,2023-03-12T04:55:30.000Z,#NoToJeepneyPhaseout po tayo pero wag naman tau mag munimuni sa highway kuya,,,1,,,
Noodlehead,@ArtofNoodlehead,2023-03-12T04:46:56.000Z,#NoToJeepneyPhaseout,,3,2,,,
iyan,@abvocadoo,2023-03-12T01:20:24.000Z,#NoToJeepneyPhaseout,,,1,,,
Scanner De Jesus,@scannerism,2023-03-12T00:11:42.000Z,#NoToJeepneyPhaseout,,,,,,
